user_id,book_id,title,rating
11676,0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,4.542927709052945
11676,0451132378,Pet Sematary,5.212619290148517
11676,0425158640,Idoru,4.055964685821663
11676,0312990456,One for the Money (A Stephanie Plum Novel),6.045833979348815
11676,067155302X,Harvest,3.472697943489087
11676,080213825X,Four Blondes,4.313550607836332
11676,1551660717,Forbidden Fruit,3.9248097383491567
11676,0380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),4.92368700552446
11676,0451184963,Insomnia,5.508058295317024
11676,0446525731,The Christmas Train,4.413478903863208
11676,0451149513,It,5.300417381388689
11676,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",5.2207134067842915
11676,0066214122,Prey: A Novel,5.4275195787857395
11676,0385424736,The Rainmaker,5.4466381181246835
11676,0446606324,The Winner,4.506492177633443
11676,0385503822,The Summons,4.889882209676587
11676,0312979533,A Place of Execution,4.927801465843213
11676,0743417682,From a Buick 8,3.945098189500161
11676,0449221512,I Is for Innocent,4.98938940303124
11676,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),5.3777869389924815
11676,0380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),4.883317933143146
11676,042518286X,Shock,4.4464707405959905
11676,0425098648,Night Chills,4.457564093014137
11676,0449134482,Dances With Wolves,3.996905166251599
11676,0671024248,Hearts In Atlantis,4.6244933853172485
11676,0316602906,The Big Bad Wolf: A Novel,5.214347950981527
11676,0671759329,Darkest Hour (Cutler),4.553027140082063
11676,0425166619,Toxin,4.746581529903814
11676,0440222842,Five Days in Paris,4.826898648524322
11676,0553561618,Dark Paradise,4.470570202320861
11676,0440205573,Star,4.258538830728893
11676,1558747028,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),5.149980541504624
11676,0449005615,Seabiscuit: An American Legend,4.984621366692383
11676,0060926317,Mutant Message Down Under,4.677932925383042
11676,074322535X,Gap Creek: The Story of a Marriage,4.932884880434992
11676,0064471837,Sabriel (The Abhorsen Trilogy),4.289536751976119
11676,1857022424,Shipping News,6.734627886200587
11676,0451204301,Impulse,4.169842555386426
11676,0552134651,,5.524477116026845
11676,0440207770,Silver Wedding,4.475454762473332
11676,0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),5.5042239381609
11676,0446609323,Black Friday,4.442441489249749
11676,0684874350,ANGELA'S ASHES,5.74787430431417
11676,0670894508,Cause Celeb,3.669903147951495
11676,0440221471,The Runaway Jury,4.632157059879974
11676,0440209803,Get Shorty,3.6941583074961195
11676,0440185327,Thurston House,4.139025690797657
11676,0804113475,Ladder of Years,4.122861192530251
11676,1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),5.4940680635053525
11676,0345380371,Rising Sun,4.6170663831979795
11676,0743206061,The Second Time Around : A Novel,4.275019019899743
11676,0440203856,Zoya,4.243998824076643
11676,0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),4.77899776172373
11676,0380820293,Last Chance Saloon,4.436356278647625
11676,0446532452,The Wedding,4.981808238885194
11676,0553272837,Brazen Virtue,4.528084291432464
11676,0345452550,A Cold Heart: An Alex Delaware Novel,4.986290309492322
11676,0440217466,Vanished,3.7676465863697195
11676,0670878847,The Most Wanted,3.6115005241076314
11676,1551666839,Dead Run,4.670702227670293
11676,0380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",5.973996060405946
11676,0316776963,Me Talk Pretty One Day,5.179661565224142
11676,0440213029,The Lilac Bus: Stories,4.321565519537147
11676,0316789844,Resistance : A Novel,4.273056739648485
11676,0373484410,Time And Again,4.858502933168001
11676,0671011367,Deja Dead,4.298957209117237
11676,0345404777,No Safe Place,3.623218289695733
11676,0060175400,The Poisonwood Bible,4.7218299740646446
11676,042513699X,Turtle Moon,4.259760055112481
11676,0394820371,The Phantom Tollbooth,5.466722171250164
11676,0345413865,Billy Straight : A Novel,4.217719944793001
11676,0440217490,A Dangerous Fortune,4.033881211219789
11676,0142001740,The Secret Life of Bees,6.115529864126861
11676,0670880728,Bridget Jones's Diary,5.803358196716396
11676,0446667900,A Darkness More Than Night,4.879982396988074
11676,0515113328,The Cat Who Went into the Closet,4.140301618582294
11676,0345335511,"Pawn of Prophecy (The Belgariad, Book 1)",5.1810610822617145
11676,0385335830,Diary of a Mad Bride (Summer Display Opportunity),5.907966707922317
11676,0515133973,Midnight Bayou,4.345532493728713
11676,0671028375,Fatal Voyage,4.555314350535383
11676,0553569910,The Ugly Duckling,4.682434604944048
11676,0553096834,Couplehood,3.8713469622878924
11676,0060958022,Five Quarters of the Orange,5.296283168099414
11676,0515126489,Critical Mass,4.7437002332145175
11676,0671041789,The Green Mile,5.2998117097737145
11676,0671001795,Two for the Dough,5.5943817057660485
11676,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),4.986198380793012
11676,0679734775,The House on Mango Street (Vintage Contemporaries),5.313707696460389
11676,0553580191,Seize the Night,5.019387983188473
11676,0061099325,Coyote Waits (Joe Leaphorn/Jim Chee Novels),4.406031554003252
11676,0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),5.66026379304121
11676,0375504613,A Short Guide to a Happy Life,5.322337343600622
11676,0316769495,Franny and Zooey,4.518439470903066
11676,0451403703,The Hangman's Beautiful Daughter,4.927927106109241
11676,0316693235,Violets Are Blue,5.292632252049755
11676,0446356832,The Sands of Time,3.8968086503231256
11676,0374199698,Middlesex: A Novel,5.064591688550037
11676,0446359866,Presumed Innocent,4.689940382057786
11676,0525947299,No Second  Chance,4.910132545776944
11676,0060976497,Ten Stupid Things Women Do to Mess Up Their Lives,4.778877782457129
11676,0385413041,Beach Music,4.904705602458788
11676,0553210793,The Adventures of Huckleberry Finn (Bantam Classics),5.673385961190288
11676,0449227421,The Third Twin,4.198748157508317
11676,0425171396,"Hidden Agendas (Tom Clancy's Net Force, No. 2)",4.131710048180331
11676,0345313151,Bearing an Hourglass (Incarnations of Immortality (Paperback)),4.900038420469433
11676,0330332775,Bridget Jones's Diary,6.1302831075454876
11676,0440236851,The Wedding,3.8378778009828007
11676,0425188787,Hunting Season (Anna Pigeon Novels (Paperback)),4.154763432655698
11676,0552134619,,6.221833521620757
11676,0671758896,"Loves Music, Loves to Dance",4.3624255522251065
11676,0380807343,Coraline,6.1770194353270025
11676,0553275976,The Bonfire of the Vanities,4.156639137292393
11676,0440207622,Daddy,4.664818575944935
11676,0842342702,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),4.3382293109597745
11676,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),5.655155468880977
11676,0452282829,We Were the Mulvaneys,4.531326297928891
11676,0440222656,The Horse Whisperer,4.649293591006535
11676,042513525X,Hideaway,4.698553303352389
11676,0449221482,J Is for Judgment,4.944870908951237
11676,0671797050,FIRST WIVES CLUB,4.632563301341038
11676,1844262553,Free,4.36244592888224
11676,0671755064,SHAMPOO PLANET : SHAMPOO PLANET,5.183592752471277
11676,0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),5.962253121306729
11676,0385493800,The Testament,5.620835636317805
11676,0804115613,Fried Green Tomatoes at the Whistle Stop Cafe,5.448760265535574
11676,0345301110,Story of O,5.443988209012601
11676,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,5.538897447146344
11676,0449205878,Poland,4.205590164216347
11676,0670896764,A Day Late and a Dollar Short,4.620943961046644
11676,0553571656,The Beekeeper's Apprentice,5.32955560393173
11676,0446603422,Stormy Weather,4.910588555472013
11676,0446527165,Wish You Well,4.045746157455586
11676,0515122734,Sanctuary,5.260502616438556
11676,0385722192,Lullaby: A Novel,4.52425949495539
11676,0425178579,Betrayal in Death,4.566617730397973
11676,0446609145,Void Moon,4.087894129443241
11676,0446611778,Last Man Standing,4.064335995170481
11676,1573229083,My Dream of You,4.072339426513679
11676,0671617028,The Color Purple,6.652904579817039
11676,0671693816,Wifey,4.688634915493196
11676,0515095826,The Cat Who Knew Shakespeare,5.612497935477016
11676,0446609943,The Switch,3.6540758373660545
11676,0140092323,Lake Wobegon days,4.183677680351602
11676,042511774X,Breathing Lessons,4.552782780699411
11676,0446612790,2nd Chance,4.753611755459244
11676,0517122707,A Confederacy of Dunces,4.036419799105784
11676,0380756293,The Magic of You (Malory Novels (Paperback)),5.11386149407261
11676,0375725849,Perfume: The Story of a Murderer (Vintage International),4.609522802280795
11676,140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),5.529079042546796
11676,0451192001,How Stella Got Her Groove Back,4.434696265384252
11676,0446608955,A Walk to Remember,5.25030028214627
11676,0446603309,The Witness,4.6648130497818885
11676,0553568701,Bad Love (Alex Delaware Novels (Paperback)),5.187827080569461
11676,000649840X,Angelas Ashes,4.6484562382393335
11676,0345370775,Jurassic Park,5.290694043007359
11676,0060914653,The Unbearable Lightness of Being,4.720743739534393
11676,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),5.567220733957591
11676,0671741209,Stranger Is Watching,4.480600090329588
11676,0441172717,Dune (Remembering Tomorrow),5.701679048237083
11676,0345404785,Dark Lady,3.811716654106744
11676,0451208811,Blood Orchid,3.9056398907173344
11676,0553578685,The Third Victim,4.797759194326591
11676,0425184943,Blue Diary,4.3686488042190375
11676,0446611476,Stone Kiss,3.9844170534021788
11676,0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",5.737280307352833
11676,0380702843,The Return of the Indian (Indian in the Cupboard),5.601974310448654
11676,0451207521,Jackdaws,4.243400389050067
11676,0515087947,The Cat Who Turned on and Off (Cat Who... (Paperback)),5.203595267313087
11676,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),4.3498423451220205
11676,0312924801,September,4.818168318892204
11676,0425152898,Mind Prey,4.085079242108448
11676,0440940001,Island of the Blue Dolphins (Laurel Leaf Books),5.695538819223636
11676,0446600253,"Bless Me, Ultima",4.969587273639324
11676,155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),5.882513389436461
11676,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),5.133696780803151
11676,0440235154,Where You Belong,4.245183494789178
11676,0671016768,Bloodstream,4.897944899900122
11676,0312971346,High Five (A Stephanie Plum Novel),5.024884427151065
11676,0684835983,Before I Say Good-Bye : A Novel,4.687561883488259
11676,0446611212,Violets Are Blue,4.327422422642061
11676,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,5.34884285740138
11676,0425113884,Mortal Fear,4.566960100029126
11676,0312265867,To the Nines: A Stephanie Plum Novel,5.858224082214441
11676,0804108749,Saint Maybe,4.738068832587872
11676,0425133540,The Sum of All Fears (Jack Ryan Novels),4.312876160542209
11676,0679742298,The Talented Mr. Ripley (Vintage Crime/Black Lizard),4.676108881374493
11676,0373218397,Summer Pleasures,4.042744633222153
11676,0821769340,Cold Blooded,3.8180408696837973
11676,0446607711,The Simple Truth,4.391473095270835
11676,0590353403,Harry Potter and the Sorcerer's Stone (Book 1),7.869456032272341
11676,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",5.395880695723486
11676,0385337116,The Rule of Four,5.399124787605104
11676,0316780812,Sea Glass: A Novel,4.5057359042978815
11676,0552999458,Dead Famous,4.678941188590836
11676,0440204887,Illusions: The Adventures of a Reluctant Messiah,4.520411386897737
11676,0553263226,The Bourne Supremacy,4.111163910877279
11676,0515126772,Jewels of the Sun (Irish Trilogy),4.723202225634525
11676,0142001821,The Passion of Artemisia,3.849558567663829
11676,0425168220,"State of Siege (Tom Clancy's Op-Center, 6)",3.7078871078421045
11676,0061030643,The Associate,5.081457315594103
11676,0451204956,Bad Boy,4.228435466254343
11676,0345417623,Timeline,5.0234448533178995
11676,0679745580,In Cold Blood (Vintage International),4.363177075486392
11676,0316693286,Pop Goes the Weasel,4.270280866131367
11676,0375501371,A Widow for One Year : A Novel,5.03952121688354
11676,0061013412,Orchid Beach (Holly Barker Novels (Paperback)),4.362107975364631
11676,0553213180,Anne's House of Dreams,6.1363342228960125
11676,0425182908,Isle of Dogs,4.164831584341455
11676,0446602213,"Morning, Noon &amp; Night",4.178749683733542
11676,0060192119,As Nature Made Him: The Boy Who Was Raised As a Girl,5.060632158335321
11676,0451167805,Firestarter,5.5109429483902765
11676,0802139256,Peace Like a River,5.089298838036384
11676,0060920084,The Lost Continent: Travels in Small-Town America,5.82489123423181
11676,0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),6.38175467295679
11676,0671723650,How To Win Friends And Influence People,4.040127618949514
11676,0449006344,Angel Falls,4.835370945707063
11676,0743460529,Daddy's Little Girl,4.290158120454704
11676,0345387554,The Horse You Came In On,4.330451482934829
11676,0786866586,Shopgirl : A Novella,4.560965297759947
11676,0553250531,The Valley of Horses,5.770884884032773
11676,0440213991,Guardian Angel,4.406823545590759
11676,0515133639,The Absence of Nectar,3.831783844807979
11676,0671038443,The Devil's Teardrop,5.015097687511352
11676,0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,5.090059070176859
11676,0446610038,1st to Die: A Novel,5.356637069801596
11676,0345335465,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),5.297077814786955
11676,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),4.893908228604143
11676,0440213282,No Greater Love,4.790480579637664
11676,0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,5.115003980933668
11676,0425189864,Mortal Prey,4.104760112058043
11676,0446605409,Plum Island,4.874446309387976
11676,0425167720,An Instance of the Fingerpost,3.7916396456130026
11676,0451163966,One Flew Over the Cuckoo's Nest,5.6199400571534515
11676,0425132048,Eyes of Prey,4.791654735197035
11676,006109918X,Talking God (Jim Chee Novels),3.5539544504822267
11676,0440122090,Echoes,4.300551553875962
11676,0553578022,The Face of Deception,4.8077326049344755
11676,0385472943,The Runaway Jury,5.075252411020745
11676,0375506039,Open House,5.334590712537006
11676,0452284937,Girl With a Pearl Earring,3.6702700298548105
11676,0451155750,The Dead Zone,5.310368103511379
11676,0060188731,Bel Canto,5.327807310057155
11676,1551667010,The Soul Catcher: A Maggie O'Dell Novel,5.122937733558847
11676,0553560735,Red Mars (Mars Trilogy),4.61233164311033
11676,0316601950,The Pilot's Wife : A Novel,5.148753531520384
11676,0425147517,The Key to Midnight,3.9827726636769576
11676,0385475721,The Blind Assassin,4.527393193909444
11676,044661193X,Basket Case,5.313084665921109
11676,038531292X,The Gift,4.493752414288069
11676,0425161242,Chromosome 6,3.854526798452338
11676,3404148665,Illuminati.,4.036141784506237
11676,0743418204,In Her Shoes : A Novel,5.461972635190141
11676,0804114986,The Bonesetter's Daughter,5.242884503942362
11676,0842332278,The Remnant: On the Brink of Armageddon (Left Behind No. 10),5.946189345541178
11676,0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",5.527506530988567
11676,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",5.2400033198260045
11676,0141007338,About a Boy,5.238460441586042
11676,0743237188,Fall On Your Knees (Oprah #45),4.56357407171792
11676,034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),5.414219228708172
11676,0440221595,The Glass Lake,4.136624527730947
11676,0446525502,The Rescue,5.115175602018774
11676,0312958129,Coming Home,4.496385978261593
11676,0743418131,Deck the Halls (Holiday Classics),3.9122162559008977
11676,0515102652,The Cat Who Talked to Ghosts,4.911299646961104
11676,0425184129,Big Trouble,4.161583912504281
11676,059045367X,"Monster Blood (Goosebumps, No 3)",3.807295756480111
11676,0425173534,Ssn,3.5105484495141264
11676,0345453816,Killjoy,5.1274402801883046
11676,0451197399,The Ballad of Frankie Silver,5.564582071379764
11676,0425153975,The Eyes of Darkness,4.337248037973825
11676,0553582801,The Man Who Ate the 747,4.016207382168792
11676,0684862719,Pay It Forward: A Novel,5.869285974038252
11676,0380730847,The Forgotten (Peter Decker &amp; Rina Lazarus Novels (Paperback)),4.418695718377129
11676,0425179613,It's Not About the Bike: My Journey Back to Life,5.222167721235229
11676,039914563X,The Bear and the Dragon,5.161034826776736
11676,0380619458,The Mosquito Coast,4.480165289720035
11676,0451204530,Code to Zero,5.0635627928667715
11676,0449206475,The Witches of Eastwick,4.206988702865333
11676,0316690619,Cradle and All,4.65649625853845
11676,0553296124,"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",4.509658712916639
11676,0425165566,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),3.7346260712676798
11676,0894805770,What to Expect the First Year,6.079321036546851
11676,0743467523,Dreamcatcher,5.000317989170648
11676,0312955006,The Concrete Blonde (A Harry Bosch Novel),4.746118316285183
11676,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,5.297044888668992
11676,0684848783,Tis : A Memoir,5.265693716109121
11676,1400030382,The Piano Tuner : A Novel,4.2350610931849255
11676,0316734837,Fortune's Rocks : A Novel,4.777631135770924
11676,0446607193,Unspeakable,4.423455847236768
11676,0440214041,The Pelican Brief,4.723592405230545
11676,0140293248,The Girls' Guide to Hunting and Fishing,4.79886096819124
11676,0375400117,Memoirs of a Geisha,6.598039448359977
11676,0440226104,Black and Blue,4.6089418210209185
11676,0440212812,Lost Souls,4.551288821209758
11676,0684859734,Grave Secrets (Temperance Brennan Novel (Hardcover)),4.368604062372979
11676,0446606189,Cat &amp; Mouse (Alex Cross Novels),5.0111264630359145
11676,0345384466,The Witching Hour (Lives of the Mayfair Witches),4.7097872212788365
11676,0330367358,,5.961418027471024
11676,051510566X,The Cat Who Lived High,4.780293266852615
11676,0380817446,The Legend of Bagger Vance,3.844428864571631
11676,0345314255,Sword of Shannara,5.206401315933351
11676,038082101X,Daughter of Fortune: A Novel,4.189493206406125
11676,0140254544,A Light in the Window (The Mitford Years),5.099687817872233
11676,0316899984,"River, Cross My Heart",4.621349440759543
11676,0446363669,The Doomsday Conspiracy,4.377555291331253
11676,0451206525,Dead Sleep,4.226858822689225
11676,0345378482,The Andromeda Strain,5.430330343535363
11676,0553583956,Safe Harbor,4.223710375292345
11676,0385721420,Three Junes,4.2853373408950715
